sale_id,timestamp,product,quantity,price,day_of_week
2629,2022-03-03 10:40:00,Chardonnay,3,65.75,Thursday
2630,2022-01-20 09:56:00,Chardonnay,4,99.09,Thursday
2631,2022-02-24 16:29:00,Merlot,5,66.04,Thursday
2632,2022-01-14 00:15:00,Chardonnay,4,58.36,Friday
2633,2022-01-21 03:40:00,Merlot,2,99.98,Friday
2634,2022-03-05 06:22:00,Chardonnay,5,72.96,Saturday
2635,2022-03-05 22:27:00,Cabernet,1,86.13,Saturday
2636,2022-01-05 07:51:00,Bootleg Red,5,52.57,Wednesday
2637,2022-03-01 19:40:00,Bootleg Red,5,44.59,Tuesday
2638,2022-01-30 13:48:00,Bootleg Red,2,56.67,Sunday
2639,2022-02-17 13:16:00,Bootleg Red,4,30.15,Thursday
2640,2022-01-09 07:08:00,Bootleg Red,3,57.71,Sunday
2641,2022-02-07 08:12:00,Merlot,5,92.06,Monday
2642,2022-02-14 18:01:00,Pinot Noir,3,20.58,Monday
2643,2022-01-05 18:09:00,Pinot Noir,3,89.85,Wednesday
2644,2022-02-03 16:45:00,Chardonnay,1,40.29,Thursday
2645,2022-01-23 15:13:00,Cabernet,1,28.96,Sunday
2646,2022-02-14 08:31:00,Bootleg Red,5,16.25,Monday
2647,2022-03-08 05:08:00,Merlot,2,19.86,Tuesday
2648,2022-03-05 11:48:00,Cabernet,3,90.04,Saturday
2649,2022-01-01 01:31:00,Bootleg Red,5,32.34,Saturday
2650,2022-03-01 11:43:00,Bootleg Red,2,93.58,Tuesday
2651,2022-02-19 06:00:00,Pinot Noir,3,30.54,Saturday
2652,2022-03-09 21:28:00,Cabernet,5,24.12,Wednesday
2653,2022-02-15 19:30:00,Merlot,3,33.94,Tuesday
2654,2022-02-02 08:45:00,Merlot,1,54.62,Wednesday
2655,2022-02-19 22:17:00,Pinot Noir,1,33.34,Saturday
2656,2022-01-08 01:01:00,Bootleg Red,1,73.05,Saturday
2657,2022-02-27 07:32:00,Chardonnay,4,86.67,Sunday
2658,2022-01-26 23:38:00,Pinot Noir,5,78.92,Wednesday
2659,2022-01-07 10:28:00,Chardonnay,5,75.5,Friday
2660,2022-01-24 00:36:00,Pinot Noir,1,51.14,Monday
2661,2022-02-28 07:02:00,Chardonnay,3,84.3,Monday
2662,2022-02-17 19:07:00,Merlot,1,68.93,Thursday
2663,2022-02-09 21:58:00,Chardonnay,2,49.95,Wednesday
2664,2022-01-05 15:29:00,Cabernet,2,99.48,Wednesday
2665,2022-01-11 17:42:00,Cabernet,3,15.58,Tuesday
2666,2022-03-02 18:14:00,Chardonnay,2,54.78,Wednesday
2667,2022-02-09 09:36:00,Chardonnay,4,60.4,Wednesday
2668,2022-02-06 12:09:00,Bootleg Red,2,49.32,Sunday
2669,2022-01-01 16:15:00,Bootleg Red,5,54.83,Saturday
2670,2022-02-26 03:21:00,Pinot Noir,5,57.7,Saturday
2671,2022-01-21 15:03:00,Merlot,4,78.99,Friday
2672,2022-01-21 04:47:00,Bootleg Red,3,42.11,Friday
2673,2022-01-26 22:57:00,Chardonnay,2,74.11,Wednesday
2674,2022-01-13 19:17:00,Chardonnay,4,43.05,Thursday
2675,2022-02-02 23:58:00,Bootleg Red,3,65.82,Wednesday
2676,2022-01-13 13:47:00,Pinot Noir,4,29.78,Thursday
2677,2022-02-11 14:56:00,Cabernet,4,38.66,Friday
2678,2022-03-11 00:50:00,Cabernet,5,41.58,Friday
2679,2022-01-28 17:32:00,Bootleg Red,4,89.05,Friday
2680,2022-02-23 05:12:00,Pinot Noir,5,49.44,Wednesday
2681,2022-02-21 15:24:00,Bootleg Red,4,41.09,Monday
2682,2022-01-24 16:40:00,Cabernet,1,32.39,Monday
2683,2022-01-18 16:08:00,Chardonnay,2,53.37,Tuesday
2684,2022-02-13 05:18:00,Bootleg Red,2,84.28,Sunday
2685,2022-02-17 04:18:00,Pinot Noir,4,78.77,Thursday
2686,2022-03-05 01:25:00,Pinot Noir,2,49.82,Saturday
2687,2022-02-14 13:38:00,Pinot Noir,1,40.77,Monday
2688,2022-03-09 14:06:00,Merlot,2,17.98,Wednesday
2689,2022-01-03 09:52:00,Bootleg Red,1,39.98,Monday
2690,2022-01-23 21:43:00,Cabernet,4,21.7,Sunday
2691,2022-01-20 13:45:00,Pinot Noir,3,97.86,Thursday
2692,2022-02-11 05:32:00,Cabernet,3,97.93,Friday
2693,2022-01-21 12:58:00,Cabernet,5,63.72,Friday
2694,2022-03-05 02:18:00,Merlot,2,31.42,Saturday
2695,2022-01-18 17:30:00,Pinot Noir,1,56.91,Tuesday
2696,2022-02-14 08:42:00,Pinot Noir,4,68.27,Monday
2697,2022-02-21 16:01:00,Chardonnay,3,89.99,Monday
2698,2022-01-19 20:54:00,Bootleg Red,3,13.81,Wednesday
2699,2022-01-21 09:41:00,Chardonnay,4,67.15,Friday
2700,2022-02-02 01:37:00,Merlot,5,93.8,Wednesday
2701,2022-03-07 14:11:00,Chardonnay,5,19.43,Monday
2702,2022-03-01 11:23:00,Pinot Noir,4,94.82,Tuesday
2703,2022-02-22 12:41:00,Pinot Noir,3,73.68,Tuesday
2704,2022-03-07 13:08:00,Pinot Noir,2,46.5,Monday
2705,2022-02-15 21:34:00,Merlot,2,54.42,Tuesday
2706,2022-02-22 16:45:00,Cabernet,3,79.42,Tuesday
2707,2022-02-18 11:59:00,Cabernet,5,90.74,Friday
2708,2022-02-02 15:47:00,Pinot Noir,4,77.69,Wednesday
2709,2022-01-24 22:24:00,Cabernet,4,57.99,Monday
2710,2022-01-04 15:12:00,Chardonnay,2,74.62,Tuesday
2711,2022-01-14 19:21:00,Bootleg Red,4,64.22,Friday
2712,2022-02-23 07:40:00,Merlot,4,45.94,Wednesday
2713,2022-02-07 07:24:00,Bootleg Red,4,28.62,Monday
2714,2022-01-28 20:03:00,Bootleg Red,1,65.91,Friday
2715,2022-02-26 04:26:00,Merlot,1,17.16,Saturday
2716,2022-01-23 01:31:00,Chardonnay,3,51.33,Sunday
2717,2022-01-30 08:20:00,Cabernet,4,71.94,Sunday
2718,2022-02-21 05:48:00,Chardonnay,5,22.69,Monday
2719,2022-01-13 16:46:00,Merlot,3,90.76,Thursday
2720,2022-01-05 21:09:00,Cabernet,1,98.93,Wednesday
2721,2022-01-26 21:08:00,Chardonnay,4,23.69,Wednesday
2722,2022-01-23 13:17:00,Cabernet,1,72.97,Sunday
2723,2022-01-14 03:39:00,Pinot Noir,5,74.55,Friday
2724,2022-02-22 14:39:00,Pinot Noir,4,22.9,Tuesday
2725,2022-01-25 21:25:00,Bootleg Red,1,27.49,Tuesday
2726,2022-01-24 16:15:00,Bootleg Red,4,43.06,Monday
2727,2022-03-10 14:14:00,Pinot Noir,2,93.03,Thursday
2728,2022-01-31 22:12:00,Cabernet,5,44.9,Monday
2729,2022-02-10 06:49:00,Cabernet,4,74.85,Thursday
2730,2022-01-22 15:03:00,Cabernet,3,78.18,Saturday
2731,2022-02-06 22:01:00,Merlot,1,55.65,Sunday
2732,2022-01-22 00:26:00,Bootleg Red,1,28.54,Saturday
2733,2022-03-11 03:08:00,Cabernet,2,46.41,Friday
2734,2022-03-05 15:31:00,Chardonnay,2,30.27,Saturday
2735,2022-01-22 07:00:00,Pinot Noir,4,26.12,Saturday
2736,2022-01-22 12:42:00,Bootleg Red,2,64.99,Saturday
2737,2022-03-04 18:56:00,Cabernet,4,22.98,Friday
2738,2022-02-27 15:13:00,Pinot Noir,2,28.35,Sunday
2739,2022-02-10 14:00:00,Bootleg Red,2,19.01,Thursday
2740,2022-02-27 15:24:00,Bootleg Red,4,78.69,Sunday
2741,2022-01-01 19:07:00,Cabernet,2,98.79,Saturday
2742,2022-02-14 11:45:00,Pinot Noir,4,62.5,Monday
2743,2022-03-09 11:01:00,Bootleg Red,2,37.49,Wednesday
2744,2022-01-29 07:56:00,Cabernet,3,13.87,Saturday
2745,2022-02-01 09:14:00,Chardonnay,3,14.3,Tuesday
2746,2022-01-31 12:29:00,Pinot Noir,1,60.34,Monday
2747,2022-01-02 21:51:00,Bootleg Red,5,41.05,Sunday
2748,2022-02-10 01:23:00,Bootleg Red,3,25.14,Thursday
2749,2022-02-08 11:18:00,Pinot Noir,4,50.78,Tuesday
2750,2022-01-15 16:12:00,Cabernet,5,47.18,Saturday
2751,2022-03-04 19:50:00,Cabernet,5,56.85,Friday
2752,2022-01-27 07:55:00,Bootleg Red,2,30.46,Thursday
2753,2022-02-06 01:51:00,Chardonnay,1,53.1,Sunday
2754,2022-02-09 03:01:00,Chardonnay,5,34.89,Wednesday
2755,2022-02-23 23:39:00,Cabernet,1,86.78,Wednesday
2756,2022-02-11 14:27:00,Bootleg Red,2,49.33,Friday
2757,2022-01-06 23:09:00,Cabernet,3,61.01,Thursday
2758,2022-03-09 13:09:00,Chardonnay,5,63.1,Wednesday
2759,2022-01-29 14:18:00,Chardonnay,1,54.07,Saturday
2760,2022-02-25 11:16:00,Chardonnay,2,31.74,Friday
2761,2022-01-02 19:42:00,Cabernet,3,48.29,Sunday
2762,2022-03-03 10:29:00,Pinot Noir,3,29.54,Thursday
2763,2022-02-06 23:28:00,Bootleg Red,2,65.95,Sunday
2764,2022-02-24 10:16:00,Bootleg Red,2,77.99,Thursday
2765,2022-03-04 08:36:00,Bootleg Red,3,16.75,Friday
2766,2022-01-09 02:46:00,Chardonnay,2,39.51,Sunday
2767,2022-02-17 09:27:00,Cabernet,4,31.01,Thursday
2768,2022-01-09 15:17:00,Merlot,4,13.61,Sunday
2769,2022-02-01 04:27:00,Cabernet,2,87.51,Tuesday
2770,2022-03-08 21:07:00,Chardonnay,1,81.79,Tuesday
2771,2022-01-13 01:13:00,Merlot,2,11.13,Thursday
2772,2022-01-14 02:57:00,Chardonnay,4,53.95,Friday
2773,2022-02-14 10:46:00,Pinot Noir,3,27.11,Monday
2774,2022-02-18 19:05:00,Chardonnay,3,54.21,Friday
2775,2022-01-23 06:48:00,Pinot Noir,5,27.44,Sunday
2776,2022-02-14 07:58:00,Cabernet,2,94.57,Monday
2777,2022-01-22 19:51:00,Bootleg Red,4,40.14,Saturday
2778,2022-01-01 01:12:00,Chardonnay,4,97.31,Saturday
2779,2022-02-27 16:24:00,Chardonnay,5,36.38,Sunday
2780,2022-02-16 00:49:00,Cabernet,1,35.88,Wednesday
2781,2022-02-23 09:48:00,Bootleg Red,1,66.27,Wednesday
2782,2022-01-22 11:11:00,Chardonnay,3,47.89,Saturday
2783,2022-02-27 19:07:00,Cabernet,2,10.09,Sunday
2784,2022-02-14 07:33:00,Cabernet,3,70.01,Monday
2785,2022-02-24 09:00:00,Merlot,5,71.6,Thursday
2786,2022-01-21 00:37:00,Merlot,5,34.89,Friday
2787,2022-02-14 12:53:00,Chardonnay,3,74.07,Monday
2788,2022-03-05 18:48:00,Chardonnay,2,65.86,Saturday
2789,2022-02-09 15:58:00,Merlot,3,73.17,Wednesday
2790,2022-01-08 03:30:00,Pinot Noir,4,21.49,Saturday
2791,2022-03-06 07:42:00,Pinot Noir,2,61.78,Sunday
2792,2022-02-17 20:55:00,Pinot Noir,2,21.22,Thursday
2793,2022-02-21 13:57:00,Merlot,1,48.77,Monday
2794,2022-02-24 11:23:00,Pinot Noir,4,21.75,Thursday
2795,2022-02-28 20:55:00,Cabernet,3,25.16,Monday
2796,2022-01-29 13:58:00,Bootleg Red,1,65.13,Saturday
2797,2022-01-24 21:18:00,Pinot Noir,1,15.06,Monday
2798,2022-01-07 08:10:00,Bootleg Red,2,21.44,Friday
2799,2022-01-07 17:28:00,Merlot,5,83.85,Friday
2800,2022-01-28 07:50:00,Cabernet,1,83.65,Friday
2801,2022-01-29 12:34:00,Bootleg Red,2,44.63,Saturday
2802,2022-02-14 06:56:00,Chardonnay,4,52.13,Monday
2803,2022-02-02 22:04:00,Chardonnay,3,93.72,Wednesday
2804,2022-03-05 09:49:00,Cabernet,1,97.03,Saturday
2805,2022-01-14 11:06:00,Pinot Noir,3,57.61,Friday
2806,2022-01-05 18:49:00,Merlot,4,62.16,Wednesday
2807,2022-02-08 03:12:00,Cabernet,3,45.31,Tuesday
2808,2022-02-19 21:57:00,Bootleg Red,4,98.42,Saturday
2809,2022-01-07 17:05:00,Cabernet,1,36.9,Friday
2810,2022-02-14 14:46:00,Chardonnay,2,28.2,Monday
2811,2022-01-24 17:03:00,Chardonnay,5,63.18,Monday
2812,2022-01-13 18:08:00,Bootleg Red,2,45.5,Thursday
2813,2022-02-21 06:04:00,Bootleg Red,5,85.19,Monday
2814,2022-01-25 01:01:00,Cabernet,5,14.87,Tuesday
2815,2022-03-08 01:17:00,Chardonnay,3,79.15,Tuesday
2816,2022-03-03 11:44:00,Pinot Noir,1,72.71,Thursday
2817,2022-01-29 14:47:00,Bootleg Red,5,58.85,Saturday
2818,2022-02-01 07:57:00,Cabernet,5,43.52,Tuesday
2819,2022-01-27 14:17:00,Merlot,1,24.74,Thursday
2820,2022-01-18 23:38:00,Pinot Noir,5,90.63,Tuesday
2821,2022-03-04 10:48:00,Chardonnay,3,20.8,Friday
2822,2022-01-05 15:48:00,Pinot Noir,4,74.9,Wednesday
2823,2022-02-03 18:48:00,Bootleg Red,1,25.13,Thursday
2824,2022-02-20 10:59:00,Cabernet,4,36.62,Sunday
2825,2022-01-06 12:09:00,Chardonnay,4,28.15,Thursday
2826,2022-03-08 13:00:00,Merlot,1,15.23,Tuesday
2827,2022-02-03 13:13:00,Chardonnay,2,15.1,Thursday
2828,2022-02-16 13:13:00,Chardonnay,1,49.44,Wednesday
2829,2022-03-07 11:11:00,Merlot,3,19.96,Monday
2830,2022-01-23 09:17:00,Bootleg Red,2,94.19,Sunday
2831,2022-02-24 21:07:00,Chardonnay,5,44.33,Thursday
2832,2022-02-07 07:30:00,Cabernet,2,79.76,Monday
2833,2022-03-08 11:53:00,Pinot Noir,5,43.71,Tuesday
2834,2022-01-05 01:52:00,Cabernet,5,18.91,Wednesday
2835,2022-02-23 19:13:00,Merlot,4,11.86,Wednesday
2836,2022-01-07 13:31:00,Cabernet,4,28.65,Friday
2837,2022-01-06 15:55:00,Cabernet,2,39.09,Thursday
2838,2022-01-20 15:46:00,Chardonnay,3,76.82,Thursday
2839,2022-03-08 06:06:00,Pinot Noir,2,67.04,Tuesday
2840,2022-01-28 19:53:00,Merlot,5,36.23,Friday
2841,2022-01-19 10:39:00,Chardonnay,1,24.41,Wednesday
2842,2022-02-25 23:58:00,Merlot,5,25.11,Friday
2843,2022-02-02 06:02:00,Merlot,3,57.24,Wednesday
2844,2022-01-15 17:52:00,Cabernet,4,39.69,Saturday
2845,2022-02-28 01:44:00,Bootleg Red,4,60.4,Monday
2846,2022-03-04 15:41:00,Cabernet,3,61.45,Friday
2847,2022-03-02 15:43:00,Cabernet,1,95.02,Wednesday
2848,2022-02-06 17:42:00,Chardonnay,5,52.55,Sunday
2849,2022-02-05 08:49:00,Bootleg Red,1,18.03,Saturday
2850,2022-01-09 16:12:00,Chardonnay,1,74.58,Sunday
2851,2022-02-27 19:35:00,Merlot,3,18.49,Sunday
2852,2022-01-08 12:58:00,Merlot,1,61.89,Saturday
2853,2022-01-13 12:50:00,Merlot,2,22.23,Thursday
2854,2022-02-05 19:18:00,Bootleg Red,5,82.78,Saturday
2855,2022-01-04 19:57:00,Cabernet,3,80.63,Tuesday
2856,2022-03-05 19:33:00,Merlot,2,14.56,Saturday
2857,2022-01-08 04:02:00,Bootleg Red,3,94.34,Saturday
2858,2022-01-02 16:46:00,Pinot Noir,4,81.13,Sunday
2859,2022-02-28 20:18:00,Bootleg Red,4,58.07,Monday
2860,2022-02-08 11:31:00,Bootleg Red,1,81.08,Tuesday
2861,2022-01-22 18:48:00,Cabernet,4,72.15,Saturday
2862,2022-01-22 14:21:00,Cabernet,2,61.02,Saturday
2863,2022-01-08 01:11:00,Merlot,4,95.24,Saturday
2864,2022-03-08 23:11:00,Cabernet,5,13.83,Tuesday
2865,2022-03-04 18:19:00,Chardonnay,1,31.17,Friday
2866,2022-02-17 05:30:00,Pinot Noir,2,19.08,Thursday
2867,2022-01-24 16:08:00,Bootleg Red,5,39.17,Monday
2868,2022-02-03 07:51:00,Pinot Noir,5,16.76,Thursday
2869,2022-02-19 06:54:00,Merlot,2,73.66,Saturday
2870,2022-02-20 02:36:00,Chardonnay,3,92.92,Sunday
2871,2022-02-10 07:52:00,Bootleg Red,5,62.42,Thursday
2872,2022-01-04 02:14:00,Merlot,5,63.68,Tuesday
2873,2022-01-05 05:56:00,Cabernet,5,30.75,Wednesday
2874,2022-01-15 09:17:00,Bootleg Red,5,21.96,Saturday
2875,2022-01-27 14:34:00,Bootleg Red,4,48.59,Thursday
2876,2022-02-11 02:27:00,Chardonnay,3,40.3,Friday
2877,2022-01-27 02:14:00,Bootleg Red,1,66.81,Thursday
2878,2022-01-15 18:59:00,Merlot,2,29.46,Saturday
2879,2022-02-15 02:45:00,Merlot,3,38.13,Tuesday
2880,2022-01-11 07:43:00,Cabernet,3,47.78,Tuesday
2881,2022-01-11 16:38:00,Bootleg Red,5,94.11,Tuesday
2882,2022-01-05 16:30:00,Cabernet,2,70.56,Wednesday
2883,2022-02-25 16:24:00,Merlot,4,85.53,Friday
2884,2022-02-18 21:52:00,Pinot Noir,2,60.94,Friday
2885,2022-03-05 18:28:00,Merlot,3,37.42,Saturday
2886,2022-01-15 15:08:00,Bootleg Red,1,75.58,Saturday
2887,2022-03-09 05:14:00,Pinot Noir,5,17.76,Wednesday
2888,2022-02-24 07:15:00,Pinot Noir,3,74.06,Thursday
2889,2022-03-03 21:54:00,Chardonnay,5,52.32,Thursday
2890,2022-02-12 17:00:00,Chardonnay,5,65.62,Saturday
2891,2022-02-02 08:28:00,Cabernet,2,87.56,Wednesday
2892,2022-03-03 18:17:00,Pinot Noir,5,14.56,Thursday
2893,2022-02-27 18:38:00,Cabernet,5,64.19,Sunday
2894,2022-01-22 04:17:00,Merlot,4,52.4,Saturday
2895,2022-03-03 23:35:00,Pinot Noir,4,81.3,Thursday
2896,2022-01-22 20:05:00,Bootleg Red,3,49.17,Saturday
2897,2022-02-23 09:22:00,Bootleg Red,1,88.59,Wednesday
2898,2022-01-13 19:57:00,Bootleg Red,3,85.45,Thursday
2899,2022-01-14 01:25:00,Chardonnay,5,14.87,Friday
2900,2022-01-29 12:29:00,Bootleg Red,1,60.28,Saturday
2901,2022-01-31 05:44:00,Cabernet,5,39.69,Monday
2902,2022-01-14 09:34:00,Merlot,5,40.33,Friday
2903,2022-01-25 21:43:00,Bootleg Red,5,11.06,Tuesday
2904,2022-02-04 16:53:00,Bootleg Red,3,88.96,Friday
2905,2022-03-01 13:40:00,Chardonnay,3,86.76,Tuesday
2906,2022-01-18 01:25:00,Bootleg Red,1,50.04,Tuesday
2907,2022-02-06 22:24:00,Bootleg Red,5,35.22,Sunday
2908,2022-02-24 09:53:00,Chardonnay,5,41.92,Thursday
2909,2022-02-02 11:49:00,Chardonnay,5,10.58,Wednesday
2910,2022-02-24 20:37:00,Merlot,5,15.0,Thursday
2911,2022-03-01 10:14:00,Cabernet,1,28.22,Tuesday
2912,2022-02-03 09:03:00,Chardonnay,5,85.43,Thursday
2913,2022-02-20 21:46:00,Pinot Noir,3,41.41,Sunday
2914,2022-01-08 07:45:00,Pinot Noir,4,76.32,Saturday
2915,2022-02-20 14:09:00,Cabernet,5,73.7,Sunday
2916,2022-02-03 23:49:00,Bootleg Red,2,87.26,Thursday
2917,2022-02-22 07:09:00,Chardonnay,4,72.65,Tuesday
2918,2022-01-29 04:52:00,Merlot,1,88.74,Saturday
2919,2022-02-27 04:48:00,Chardonnay,1,48.82,Sunday
2920,2022-03-05 12:58:00,Cabernet,3,77.36,Saturday
2921,2022-02-08 10:19:00,Chardonnay,5,77.23,Tuesday
2922,2022-02-21 17:25:00,Chardonnay,3,84.0,Monday
2923,2022-01-08 05:52:00,Merlot,3,25.39,Saturday
2924,2022-01-30 15:39:00,Merlot,1,46.45,Sunday
2925,2022-02-13 00:39:00,Bootleg Red,4,46.97,Sunday
2926,2022-02-24 00:56:00,Merlot,4,73.14,Thursday
2927,2022-02-22 01:04:00,Pinot Noir,4,96.0,Tuesday
2928,2022-02-27 13:18:00,Cabernet,3,63.39,Sunday
2929,2022-01-28 14:23:00,Merlot,3,85.18,Friday
2930,2022-01-20 10:09:00,Bootleg Red,4,12.39,Thursday
2931,2022-03-05 13:28:00,Chardonnay,2,46.73,Saturday
2932,2022-02-04 18:51:00,Pinot Noir,1,77.03,Friday
2933,2022-01-24 07:11:00,Bootleg Red,1,94.75,Monday
2934,2022-01-03 14:35:00,Chardonnay,2,24.34,Monday
2935,2022-01-12 22:49:00,Chardonnay,3,50.67,Wednesday
2936,2022-01-18 13:28:00,Cabernet,3,54.8,Tuesday
2937,2022-01-15 02:52:00,Pinot Noir,5,26.88,Saturday
2938,2022-01-23 17:17:00,Bootleg Red,5,21.76,Sunday
2939,2022-01-29 16:14:00,Chardonnay,3,29.63,Saturday
2940,2022-03-04 16:29:00,Bootleg Red,1,58.19,Friday
2941,2022-03-01 13:55:00,Chardonnay,1,95.3,Tuesday
2942,2022-02-15 17:52:00,Bootleg Red,1,10.68,Tuesday
2943,2022-01-09 19:26:00,Cabernet,4,36.66,Sunday
2944,2022-02-08 00:03:00,Merlot,2,68.12,Tuesday
2945,2022-02-05 20:58:00,Merlot,3,87.97,Saturday
2946,2022-02-05 22:49:00,Merlot,2,16.77,Saturday
2947,2022-03-04 14:16:00,Pinot Noir,2,37.14,Friday
2948,2022-03-09 17:42:00,Chardonnay,5,92.27,Wednesday
2949,2022-01-31 06:47:00,Cabernet,1,41.08,Monday
2950,2022-03-07 18:10:00,Merlot,3,16.57,Monday
2951,2022-01-17 14:24:00,Chardonnay,3,99.45,Monday
2952,2022-01-09 21:37:00,Pinot Noir,4,54.76,Sunday
2953,2022-01-27 09:25:00,Merlot,5,51.49,Thursday
2954,2022-03-07 13:37:00,Chardonnay,3,67.34,Monday
2955,2022-03-03 12:40:00,Chardonnay,4,73.2,Thursday
2956,2022-01-21 21:30:00,Cabernet,4,73.39,Friday
2957,2022-01-28 15:00:00,Chardonnay,1,89.8,Friday
2958,2022-01-13 15:41:00,Bootleg Red,2,53.8,Thursday
2959,2022-01-22 10:41:00,Chardonnay,1,77.91,Saturday
2960,2022-01-22 00:50:00,Cabernet,3,12.91,Saturday
2961,2022-02-19 12:32:00,Merlot,2,32.18,Saturday
2962,2022-01-08 09:58:00,Bootleg Red,5,51.75,Saturday
2963,2022-01-02 01:24:00,Chardonnay,4,86.09,Sunday
2964,2022-01-17 15:17:00,Bootleg Red,5,98.26,Monday
2965,2022-02-09 17:16:00,Cabernet,2,23.83,Wednesday
2966,2022-03-03 16:22:00,Pinot Noir,1,46.33,Thursday
2967,2022-02-01 05:46:00,Cabernet,2,35.92,Tuesday
2968,2022-02-10 01:52:00,Bootleg Red,2,41.7,Thursday
2969,2022-01-22 18:21:00,Cabernet,2,26.08,Saturday
2970,2022-02-21 13:11:00,Pinot Noir,5,43.26,Monday
2971,2022-01-19 16:54:00,Bootleg Red,5,84.19,Wednesday
2972,2022-01-21 11:37:00,Cabernet,4,84.45,Friday
2973,2022-02-10 14:24:00,Merlot,4,42.61,Thursday
2974,2022-02-04 05:14:00,Cabernet,2,39.55,Friday
2975,2022-01-04 07:12:00,Chardonnay,2,59.95,Tuesday
2976,2022-01-21 14:21:00,Cabernet,2,50.01,Friday
2977,2022-01-27 14:00:00,Pinot Noir,5,58.8,Thursday
2978,2022-02-14 09:17:00,Merlot,4,73.98,Monday
2979,2022-01-22 21:02:00,Bootleg Red,3,13.85,Saturday
2980,2022-01-18 02:04:00,Merlot,3,31.98,Tuesday
2981,2022-01-15 21:27:00,Chardonnay,3,12.64,Saturday
2982,2022-02-04 13:57:00,Merlot,3,88.08,Friday
2983,2022-02-10 15:21:00,Bootleg Red,5,70.86,Thursday
2984,2022-02-11 14:11:00,Bootleg Red,3,55.06,Friday
2985,2022-01-14 07:34:00,Merlot,5,23.48,Friday
2986,2022-03-01 14:39:00,Merlot,2,44.85,Tuesday
2987,2022-01-14 12:08:00,Bootleg Red,2,36.93,Friday
2988,2022-02-21 05:58:00,Merlot,5,88.97,Monday
2989,2022-01-25 11:44:00,Bootleg Red,1,69.52,Tuesday
2990,2022-03-10 06:45:00,Bootleg Red,3,70.8,Thursday
2991,2022-03-04 10:49:00,Chardonnay,3,15.2,Friday
2992,2022-01-16 03:40:00,Pinot Noir,5,80.06,Sunday
2993,2022-02-03 04:21:00,Merlot,4,17.83,Thursday
2994,2022-01-20 05:57:00,Chardonnay,4,19.81,Thursday
2995,2022-02-14 09:07:00,Cabernet,2,96.13,Monday
2996,2022-01-04 12:32:00,Merlot,1,81.27,Tuesday
2997,2022-01-04 06:50:00,Cabernet,5,73.98,Tuesday
2998,2022-03-01 00:12:00,Cabernet,5,14.03,Tuesday
2999,2022-01-04 12:19:00,Chardonnay,4,48.07,Tuesday
3000,2022-01-23 14:54:00,Bootleg Red,3,76.78,Sunday
3001,2022-02-03 23:11:00,Merlot,1,58.04,Thursday
3002,2022-02-15 23:44:00,Chardonnay,4,31.5,Tuesday
3003,2022-01-28 15:01:00,Pinot Noir,3,81.99,Friday
3004,2022-01-19 23:16:00,Bootleg Red,2,43.56,Wednesday
3005,2022-01-06 06:12:00,Pinot Noir,3,27.9,Thursday
3006,2022-02-05 19:14:00,Pinot Noir,4,28.29,Saturday
3007,2022-03-07 09:16:00,Cabernet,2,45.89,Monday
3008,2022-02-09 03:11:00,Chardonnay,1,95.11,Wednesday
3009,2022-01-23 15:28:00,Pinot Noir,4,85.66,Sunday
3010,2022-03-01 04:20:00,Chardonnay,3,76.45,Tuesday
3011,2022-02-25 01:29:00,Pinot Noir,2,68.89,Friday
3012,2022-02-10 00:28:00,Merlot,2,88.43,Thursday
3013,2022-01-20 23:09:00,Pinot Noir,4,57.75,Thursday
3014,2022-01-08 03:48:00,Merlot,3,19.02,Saturday
3015,2022-02-27 00:25:00,Cabernet,4,72.1,Sunday
3016,2022-01-01 19:14:00,Merlot,4,47.33,Saturday
3017,2022-02-01 23:42:00,Merlot,1,15.54,Tuesday
3018,2022-01-22 17:04:00,Bootleg Red,1,91.64,Saturday
3019,2022-02-12 06:23:00,Bootleg Red,2,22.04,Saturday
3020,2022-03-11 06:10:00,Pinot Noir,4,45.55,Friday
3021,2022-01-09 03:44:00,Bootleg Red,2,97.98,Sunday
3022,2022-03-02 15:52:00,Merlot,5,15.39,Wednesday
3023,2022-02-24 16:35:00,Chardonnay,4,33.17,Thursday
3024,2022-03-08 06:58:00,Chardonnay,4,64.65,Tuesday
3025,2022-01-05 03:09:00,Cabernet,1,86.36,Wednesday
3026,2022-01-13 03:24:00,Pinot Noir,4,60.42,Thursday
3027,2022-01-31 12:05:00,Cabernet,5,82.52,Monday
3028,2022-02-05 00:08:00,Cabernet,1,25.11,Saturday
3029,2022-01-15 10:43:00,Merlot,3,76.63,Saturday
3030,2022-01-21 21:44:00,Bootleg Red,4,18.03,Friday
3031,2022-01-15 06:18:00,Cabernet,5,61.68,Saturday
3032,2022-02-18 18:20:00,Bootleg Red,4,44.54,Friday
3033,2022-01-25 16:38:00,Bootleg Red,4,96.64,Tuesday
3034,2022-02-16 20:02:00,Chardonnay,2,24.25,Wednesday
3035,2022-02-16 06:37:00,Bootleg Red,1,76.42,Wednesday
3036,2022-01-31 11:10:00,Merlot,5,93.82,Monday
3037,2022-01-22 20:35:00,Cabernet,1,91.7,Saturday
3038,2022-01-07 17:17:00,Chardonnay,2,77.73,Friday
3039,2022-01-31 04:16:00,Bootleg Red,5,28.28,Monday
3040,2022-02-25 04:32:00,Pinot Noir,2,84.59,Friday
3041,2022-01-14 19:33:00,Cabernet,2,24.66,Friday
